ID,Project ID,Controller,Module,IOChannel,SoftwareTag,PointDescription,InstallCheck1,InstallCheck2,InstallCheck3,CommCheck1,CommCheck2,Notes
429551,34,CSMBMSL101-AS018,S04UI8DOFC4,NO1,CSM-OAF-MB-L1-GEN-02_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429550,34,CSMBMSL101-AS018,S04UI8DOFC4,NO2,CSM-OAF-MB-L1-GEN-02_SaDmpCtlOpen,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
430021,34,CSMBMSL101-AS018,S04UI8DOFC4,NO3,SCpR_WtrLkAlm,Water Leak Alarm,Pass,Pass,Pass,Pass,Pass,To Honeywell no graphic
429740,34,CSMBMSL101-AS018,S04UI8DOFC4,UI1,CSM-SPF-MB-L1-N-02_MtrTmp,Motor Temperature Monitoring,Pass,Pass,Pass,Pass,Pass,
429741,34,CSMBMSL101-AS018,S04UI8DOFC4,UI2,CSM-SPF-MB-L1-N-02_MtrVib,Motor Vibration Monitoring,Pass,Pass,Pass,Pass,Pass,
429542,34,CSMBMSL101-AS018,S04UI8DOFC4,UI3,CSM-OAF-MB-L1-GEN-02_DctPress,Duct Pressure,Pass,Pass,Pass,Pass,Pass,
429548,34,CSMBMSL101-AS018,S04UI8DOFC4,UI4,CSM-OAF-MB-L1-GEN-02_SaDmpFbOpen,Supplay Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429543,34,CSMBMSL101-AS018,S04UI8DOFC4,UI5,CSM-OAF-MB-L1-GEN-02_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429742,34,CSMBMSL101-AS018,S04UI8DOFC4,UI6,CSM-SPF-MB-L1-N-02_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
430006,34,CSMBMSL101-AS018,S04UI8DOFC4,UI7,CSM-PAC-MB-CL-01_CwVlvFb,Valve Position Feedback,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430005,34,CSMBMSL101-AS018,S04UI8DOFC4,UI8,CSM-FCU-MB-CL-01_ChwVlvFb,Valve Position Feedback,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
428803,34,CSMBMSL101-AS018,S05UI8AO4,AO1,HbOutAS017,Heart Beat Out To AS017,Pass,Pass,Pass,Pass,Pass,
429544,34,CSMBMSL101-AS018,S05UI8AO4,AO2,CSM-OAF-MB-L1-GEN-02_VsdSpdCtl,Unit Vsd Speed Control,Pass,Pass,Pass,Pass,Pass,
428802,34,CSMBMSL101-AS018,S05UI8AO4,UI1,HbInAS017,Heart Beat In from AS017,Pass,Pass,Pass,Pass,Pass,
430007,34,CSMBMSL101-AS018,S05UI8AO4,UI7,StVts01_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430008,34,CSMBMSL101-AS018,S05UI8AO4,UI8,StVts02_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430009,34,CSMBMSL101-AS018,S06DOFA12,DO1,EscM48_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430018,34,CSMBMSL101-AS018,S06DOFA12,DO10,LiftM27_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430019,34,CSMBMSL101-AS018,S06DOFA12,DO11,LiftM28_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430020,34,CSMBMSL101-AS018,S06DOFA12,DO12,LiftM29_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430010,34,CSMBMSL101-AS018,S06DOFA12,DO2,EscM49_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430011,34,CSMBMSL101-AS018,S06DOFA12,DO3,EscM50_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430012,34,CSMBMSL101-AS018,S06DOFA12,DO4,EscM51_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430013,34,CSMBMSL101-AS018,S06DOFA12,DO5,EscM52_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430014,34,CSMBMSL101-AS018,S06DOFA12,DO6,EscM53_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430015,34,CSMBMSL101-AS018,S06DOFA12,DO7,EscM54_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430016,34,CSMBMSL101-AS018,S06DOFA12,DO8,EscM55_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
430017,34,CSMBMSL101-AS018,S06DOFA12,DO9,EscM56_Flt,General Fault,Pass,Pass,Pass,Pass,Pass,Graphic does not exist. May never exist
429398,34,CSMBMSPL01-AS019,S03DI16,DI1,CSM-FCU-MB-PL-06_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429347,34,CSMBMSPL01-AS019,S03DI16,DI10,CSM-FCU-MB-PL-02_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429348,34,CSMBMSPL01-AS019,S03DI16,DI11,CSM-FCU-MB-PL-02_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429350,34,CSMBMSPL01-AS019,S03DI16,DI12,CSM-FCU-MB-PL-02_SaDmpFbOpen,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429396,34,CSMBMSPL01-AS019,S03DI16,DI2,CSM-FCU-MB-PL-06_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429397,34,CSMBMSPL01-AS019,S03DI16,DI3,CSM-FCU-MB-PL-06_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429337,34,CSMBMSPL01-AS019,S03DI16,DI5,CSM-FCU-MB-PL-01_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429335,34,CSMBMSPL01-AS019,S03DI16,DI6,CSM-FCU-MB-PL-01_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429336,34,CSMBMSPL01-AS019,S03DI16,DI7,CSM-FCU-MB-PL-01_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429338,34,CSMBMSPL01-AS019,S03DI16,DI8,CSM-FCU-MB-PL-01_SaDmpFbOpen,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429349,34,CSMBMSPL01-AS019,S03DI16,DI9,CSM-FCU-MB-PL-02_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429345,34,CSMBMSPL01-AS019,S04UI16,UI10,CSM-FCU-MB-PL-02_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429343,34,CSMBMSPL01-AS019,S04UI16,UI11,CSM-FCU-MB-PL-02_SaTmp,Supply Air Temperature,Pass,Pass,Pass,Pass,Pass,
429341,34,CSMBMSPL01-AS019,S04UI16,UI12,CSM-FCU-MB-PL-02_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429416,34,CSMBMSPL01-AS019,S04UI16,UI13,CSM-MB-PL-SWP-01_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429393,34,CSMBMSPL01-AS019,S04UI16,UI15,CSM-FCU-MB-PL-06_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429390,34,CSMBMSPL01-AS019,S04UI16,UI16,CSM-FCU-MB-PL-06_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429332,34,CSMBMSPL01-AS019,S04UI16,UI3,CSM-FCU-MB-PL-01_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429330,34,CSMBMSPL01-AS019,S04UI16,UI4,CSM-FCU-MB-PL-01_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429333,34,CSMBMSPL01-AS019,S04UI16,UI5,CSM-FCU-MB-PL-01_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429331,34,CSMBMSPL01-AS019,S04UI16,UI6,CSM-FCU-MB-PL-01_SaTmp,Supply Air Temperature,Pass,Pass,Pass,Pass,Pass,
429329,34,CSMBMSPL01-AS019,S04UI16,UI7,CSM-FCU-MB-PL-01_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429344,34,CSMBMSPL01-AS019,S04UI16,UI8,CSM-FCU-MB-PL-02_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429342,34,CSMBMSPL01-AS019,S04UI16,UI9,CSM-FCU-MB-PL-02_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429340,34,CSMBMSPL01-AS019,S05DOFA12,DO2,CSM-FCU-MB-PL-01_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429339,34,CSMBMSPL01-AS019,S05DOFA12,DO3,CSM-FCU-MB-PL-01_SaDmpCtlOpen,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
429352,34,CSMBMSPL01-AS019,S05DOFA12,DO4,CSM-FCU-MB-PL-02_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429351,34,CSMBMSPL01-AS019,S05DOFA12,DO5,CSM-FCU-MB-PL-02_SaDmpCtlOpen,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
429825,34,CSMBMSPL01-AS019,S05DOFA12,DO6,EscM51_StopCmd,Stop Command,Pass,Pass,Pass,Pass,Pass,
429823,34,CSMBMSPL01-AS019,S05DOFA12,DO7,EscM51_SpdCmdC1,Speed Command Cable 1,Pass,Pass,Pass,Pass,Pass,
429824,34,CSMBMSPL01-AS019,S05DOFA12,DO8,EscM51_SpdCmdC2,Speed Command Cable 2,Pass,Pass,Pass,Pass,Pass,
429399,34,CSMBMSPL01-AS019,S05DOFA12,DO9,CSM-FCU-MB-PL-06_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429759,34,CSMBMSPL01-AS019,S06DI16,DI1,EscM48_DwnDir,Escalator Running Down,Pass,Pass,Pass,Pass,Pass,
429766,34,CSMBMSPL01-AS019,S06DI16,DI10,EscM48_SpdStsC2,Speed Status Cable 2,Pass,Pass,Pass,Pass,Pass,
429776,34,CSMBMSPL01-AS019,S06DI16,DI11,EscM49_DwnDir,Escalator Running Down,Pass,Pass,Pass,Pass,Pass,
429785,34,CSMBMSPL01-AS019,S06DI16,DI12,EscM49_UpDir,Escalator Running Up,Pass,Pass,Pass,Pass,Pass,
429777,34,CSMBMSPL01-AS019,S06DI16,DI13,EscM49_EmergPb,Escalator Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429779,34,CSMBMSPL01-AS019,S06DI16,DI14,EscM49_OSFlt,Escalator OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
429780,34,CSMBMSPL01-AS019,S06DI16,DI15,EscM49_OSNormal,Escalator OutOfService by local and BMS,Pass,Pass,Pass,Pass,Pass,
429781,34,CSMBMSPL01-AS019,S06DI16,DI16,EscM49_PitLvlAlm,Escalator Pit Level Alarm,Pass,Pass,Pass,Pass,Pass,
429768,34,CSMBMSPL01-AS019,S06DI16,DI2,EscM48_UpDir,Escalator Running Up,Pass,Pass,Pass,Pass,Pass,
429760,34,CSMBMSPL01-AS019,S06DI16,DI3,EscM48_EmergPb,Escalator Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429762,34,CSMBMSPL01-AS019,S06DI16,DI4,EscM48_OSFlt,Escalator OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
429763,34,CSMBMSPL01-AS019,S06DI16,DI5,EscM48_OSNormal,Escalator OutOfService by local and BMS,Pass,Pass,Pass,Pass,Pass,
429764,34,CSMBMSPL01-AS019,S06DI16,DI6,EscM48_PitLvlAlm,Escalator Pit Level Alarm,Pass,Pass,Pass,Pass,Pass,
429761,34,CSMBMSPL01-AS019,S06DI16,DI7,EscM48_EngySaveMd,Energy Conservation Mode,Pass,Pass,Pass,Pass,Pass,
429767,34,CSMBMSPL01-AS019,S06DI16,DI8,EscM48_StopByFire,Stop by Fire Trip,Pass,Pass,Pass,Pass,Pass,
429765,34,CSMBMSPL01-AS019,S06DI16,DI9,EscM48_SpdStsC1,Speed Status Cable 1,Pass,Pass,Pass,Pass,Pass,
429778,34,CSMBMSPL01-AS019,S07DI16,DI1,EscM49_EngySaveMd,Energy Conservation Mode,Pass,Pass,Pass,Pass,Pass,
429815,34,CSMBMSPL01-AS019,S07DI16,DI10,EscM51_PitLvlAlm,Escalator Pit Level Alarm,Pass,Pass,Pass,Pass,Pass,
429812,34,CSMBMSPL01-AS019,S07DI16,DI11,EscM51_EngySaveMd,Energy Conservation Mode,Pass,Pass,Pass,Pass,Pass,
429818,34,CSMBMSPL01-AS019,S07DI16,DI12,EscM51_StopByFire,Stop by Fire Trip,Pass,Pass,Pass,Pass,Pass,
429816,34,CSMBMSPL01-AS019,S07DI16,DI13,EscM51_SpdStsC1,Speed Status Cable 1,Pass,Pass,Pass,Pass,Pass,
429817,34,CSMBMSPL01-AS019,S07DI16,DI14,EscM51_SpdStsC2,Speed Status Cable 2,Pass,Pass,Pass,Pass,Pass,
429784,34,CSMBMSPL01-AS019,S07DI16,DI2,EscM49_StopByFire,Stop by Fire Trip,Pass,Pass,Pass,Pass,Pass,
429782,34,CSMBMSPL01-AS019,S07DI16,DI3,EscM49_SpdStsC1,Speed Status Cable 1,Pass,Pass,Pass,Pass,Pass,
429783,34,CSMBMSPL01-AS019,S07DI16,DI4,EscM49_SpdStsC2,Speed Status Cable 2,Pass,Pass,Pass,Pass,Pass,
429810,34,CSMBMSPL01-AS019,S07DI16,DI5,EscM51_DwnDir,Escalator Running Down,Pass,Pass,Pass,Pass,Pass,
429819,34,CSMBMSPL01-AS019,S07DI16,DI6,EscM51_UpDir,Escalator Running Up,Pass,Pass,Pass,Pass,Pass,
429811,34,CSMBMSPL01-AS019,S07DI16,DI7,EscM51_EmergPb,Escalator Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429813,34,CSMBMSPL01-AS019,S07DI16,DI8,EscM51_OSFlt,Escalator OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
429814,34,CSMBMSPL01-AS019,S07DI16,DI9,EscM51_OSNormal,Escalator OutOfService by local and BMS,Pass,Pass,Pass,Pass,Pass,
429419,34,CSMBMSPL01-AS019,S08DI16,DI10,CSM-MB-PL-SWP-01_Pump2Flt,Pump Fault,Pass,Pass,Pass,Pass,Pass,
429417,34,CSMBMSPL01-AS019,S08DI16,DI12,CSM-MB-PL-SWP-01_CbTrip,Power Failure,Pass,Pass,Pass,Pass,Pass,
429421,34,CSMBMSPL01-AS019,S08DI16,DI15,CSM-MB-PL-SWP-01_TnkLvlLoAlm,Tank Level Low Alarm,Pass,Pass,Pass,Pass,Pass,
429420,34,CSMBMSPL01-AS019,S08DI16,DI16,CSM-MB-PL-SWP-01_TnkLvlHiAlm,Tank Level High Alarm,Pass,Pass,Pass,Pass,Pass,
429418,34,CSMBMSPL01-AS019,S08DI16,DI8,CSM-MB-PL-SWP-01_Pump1Flt,Pump Fault,Pass,Pass,Pass,Pass,Pass,
429771,34,CSMBMSPL01-AS019,S09DOFA12,DO2,EscM48_EvacStopUpCmd,Stop Command When Up,Pass,Pass,Pass,Pass,Pass,
429788,34,CSMBMSPL01-AS019,S09DOFA12,DO3,EscM49_EvacStopUpCmd,Stop Command When Up,Pass,Pass,Pass,Pass,Pass,
429822,34,CSMBMSPL01-AS019,S09DOFA12,DO4,EscM51_EvacStopUpCmd,Stop Command When Up,Pass,Pass,Pass,Pass,Pass,
429770,34,CSMBMSPL01-AS019,S09DOFA12,DO5,EscM48_EvacStopDwnCmd,Stop Command When Down,Pass,Pass,Pass,Pass,Pass,
429821,34,CSMBMSPL01-AS019,S09DOFA12,DO6,EscM51_EvacStopDwnCmd,Stop Command When Down,Pass,Pass,Pass,Pass,Pass,
429787,34,CSMBMSPL01-AS019,S09DOFA12,DO7,EscM49_EvacStopDwnCmd,Stop Command When Down,Pass,Pass,Pass,Pass,Pass,
429775,34,CSMBMSPL01-AS019,S10DOFA12,DO1,EscM48_UpStartCmd,Start in Up Direction Command,Pass,Pass,Pass,Pass,Pass,
429790,34,CSMBMSPL01-AS019,S10DOFA12,DO10,EscM49_SpdCmdC2,Speed Command Cable 2,Pass,Pass,Pass,Pass,Pass,
429826,34,CSMBMSPL01-AS019,S10DOFA12,DO11,EscM51_UpStartCmd,Start in Up Direction Command,Pass,Pass,Pass,Pass,Pass,
429820,34,CSMBMSPL01-AS019,S10DOFA12,DO12,EscM51_DwnStartCmd,Start in Down Direction Command,Pass,Pass,Pass,Pass,Pass,
429769,34,CSMBMSPL01-AS019,S10DOFA12,DO2,EscM48_DwnStartCmd,Start in Down Direction Command,Pass,Pass,Pass,Pass,Pass,
429774,34,CSMBMSPL01-AS019,S10DOFA12,DO3,EscM48_StopCmd,Stop Command,Pass,Pass,Pass,Pass,Pass,
429772,34,CSMBMSPL01-AS019,S10DOFA12,DO4,EscM48_SpdCmdC1,Speed Command Cable 1,Pass,Pass,Pass,Pass,Pass,
429773,34,CSMBMSPL01-AS019,S10DOFA12,DO5,EscM48_SpdCmdC2,Speed Command Cable 2,Pass,Pass,Pass,Pass,Pass,
429792,34,CSMBMSPL01-AS019,S10DOFA12,DO6,EscM49_UpStartCmd,Start in Up Direction Command,Pass,Pass,Pass,Pass,Pass,
429786,34,CSMBMSPL01-AS019,S10DOFA12,DO7,EscM49_DwnStartCmd,Start in Down Direction Command,Pass,Pass,Pass,Pass,Pass,
429791,34,CSMBMSPL01-AS019,S10DOFA12,DO8,EscM49_StopCmd,Stop Command,Pass,Pass,Pass,Pass,Pass,
429789,34,CSMBMSPL01-AS019,S10DOFA12,DO9,EscM49_SpdCmdC1,Speed Command Cable 1,Pass,Pass,Pass,Pass,Pass,
428593,34,CSMBMSPL01-AS019,S11UI16,UI1,CC-MB-PL-01_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
428804,34,CSMBMSPL01-AS019,S11UI16,UI2,HbInAS020,Heart Beat In from AS020,Pass,Pass,Pass,Pass,Pass,
429394,34,CSMBMSPL01-AS019,S11UI16,UI3,CSM-FCU-MB-PL-06_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429391,34,CSMBMSPL01-AS019,S11UI16,UI4,CSM-FCU-MB-PL-06_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429392,34,CSMBMSPL01-AS019,S11UI16,UI5,CSM-FCU-MB-PL-06_SaTmp,Supply Air Temperature,Pass,Pass,Pass,Pass,Pass,
428594,34,CSMBMSPL01-AS019,S11UI16,UI6,CC-MB-PL-01_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
428595,34,CSMBMSPL01-AS019,S12AOV8,AO1,CC-MB-PL-01_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
428805,34,CSMBMSPL01-AS019,S12AOV8,AO2,HbOutAS020,Heart Beat Out To AS020,Pass,Pass,Pass,Pass,Pass,
429334,34,CSMBMSPL01-AS019,S12AOV8,AO3,CSM-FCU-MB-PL-01_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
429346,34,CSMBMSPL01-AS019,S12AOV8,AO4,CSM-FCU-MB-PL-02_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
429395,34,CSMBMSPL01-AS019,S12AOV8,AO5,CSM-FCU-MB-PL-06_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
429995,34,CSMBMSPL01-AS020,S03DI16,DI1,Sign1_Sts,Signage Status,Pass,Pass,Pass,Pass,Pass,SE fulfilled BMCS scope of points and spatial provision. Future work is be confirmed and done by Metro
429678,34,CSMBMSPL01-AS020,S03DI16,DI10,CSM-PAC-MB-PL-02_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429680,34,CSMBMSPL01-AS020,S03DI16,DI11,CSM-PAC-MB-PL-02_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429682,34,CSMBMSPL01-AS020,S03DI16,DI12,CSM-PAC-MB-PL-02_SaDmpFbOpen,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,Works but seems to be manually forced open
429917,34,CSMBMSPL01-AS020,S03DI16,DI13,FireCabinet06_DoorSts,Cabinet Door Status,Pass,Pass,-,-,-,
429912,34,CSMBMSPL01-AS020,S03DI16,DI14,FireCabinet01_DoorSts,Cabinet Door Status,Pass,Pass,-,-,-,
429913,34,CSMBMSPL01-AS020,S03DI16,DI15,FireCabinet02_DoorSts,Cabinet Door Status,Pass,Pass,-,-,-,
429914,34,CSMBMSPL01-AS020,S03DI16,DI16,FireCabinet03_DoorSts,Cabinet Door Status,Pass,Pass,-,-,-,
429996,34,CSMBMSPL01-AS020,S03DI16,DI2,Sign2_Sts,Signage Status,Pass,Pass,Pass,Pass,Pass,SE fulfilled BMCS scope of points and spatial provision. Future work is be confirmed and done by Metro
429668,34,CSMBMSPL01-AS020,S03DI16,DI3,CSM-PAC-MB-PL-01_CwIsoVlvFb,CW Isolation Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429679,34,CSMBMSPL01-AS020,S03DI16,DI4,CSM-PAC-MB-PL-02_CwIsoVlvFb,CW Isolation Valve Feedback,Pass,Pass,Pass,Pass,Pass,Works but seems valve is manually forced open
429670,34,CSMBMSPL01-AS020,S03DI16,DI5,CSM-PAC-MB-PL-01_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429667,34,CSMBMSPL01-AS020,S03DI16,DI6,CSM-PAC-MB-PL-01_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429669,34,CSMBMSPL01-AS020,S03DI16,DI7,CSM-PAC-MB-PL-01_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429671,34,CSMBMSPL01-AS020,S03DI16,DI8,CSM-PAC-MB-PL-01_SaDmpFbOpen,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429681,34,CSMBMSPL01-AS020,S03DI16,DI9,CSM-PAC-MB-PL-02_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
428423,34,CSMBMSPL01-AS020,S04UI16,UI1,306ADcIsoRm01_PurgeSts,Purge Button Satus,Pass,Pass,Pass,Pass,Pass,
428511,34,CSMBMSPL01-AS020,S04UI16,UI10,614ATrackLvSwRm01_PurgeSts,Purge Button Satus,Pass,Pass,Pass,Pass,Pass,
428565,34,CSMBMSPL01-AS020,S04UI16,UI13,MB-B3-DB-01_Lgt_CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
428566,34,CSMBMSPL01-AS020,S04UI16,UI14,MB-B3-DB-01_Pwr_CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
428567,34,CSMBMSPL01-AS020,S04UI16,UI15,MB-B3-DB-02_Lgt_CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
428568,34,CSMBMSPL01-AS020,S04UI16,UI16,MB-B3-DB-02_Pwr_CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
429665,34,CSMBMSPL01-AS020,S04UI16,UI3,CSM-PAC-MB-PL-01_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429664,34,CSMBMSPL01-AS020,S04UI16,UI4,CSM-PAC-MB-PL-01_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429666,34,CSMBMSPL01-AS020,S04UI16,UI5,CSM-PAC-MB-PL-01_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429676,34,CSMBMSPL01-AS020,S04UI16,UI6,CSM-PAC-MB-PL-02_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429675,34,CSMBMSPL01-AS020,S04UI16,UI7,CSM-PAC-MB-PL-02_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429677,34,CSMBMSPL01-AS020,S04UI16,UI8,CSM-PAC-MB-PL-02_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
428502,34,CSMBMSPL01-AS020,S04UI16,UI9,509BMccRm02_PurgeSts,Purge Button Satus,Pass,Pass,Pass,Pass,Pass,
429672,34,CSMBMSPL01-AS020,S05DOFA12,DO1,CSM-PAC-MB-PL-01_CwIsoVlvCtl,Isolation Valve Control Open,Pass,Pass,Pass,Pass,Pass,
429674,34,CSMBMSPL01-AS020,S05DOFA12,DO2,CSM-PAC-MB-PL-01_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429673,34,CSMBMSPL01-AS020,S05DOFA12,DO3,CSM-PAC-MB-PL-01_SaDmpCtlOpen,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
429685,34,CSMBMSPL01-AS020,S05DOFA12,DO4,CSM-PAC-MB-PL-02_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
429684,34,CSMBMSPL01-AS020,S05DOFA12,DO5,CSM-PAC-MB-PL-02_SaDmpCtlOpen,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
429859,34,CSMBMSPL01-AS020,S05DOFA12,DO6,EscM53_StopCmd,Stop Command,Pass,Pass,Pass,Pass,Pass,
429857,34,CSMBMSPL01-AS020,S05DOFA12,DO7,EscM53_SpdCmdC1,Speed Command Cable 1,Pass,Pass,Pass,Pass,Pass,
429858,34,CSMBMSPL01-AS020,S05DOFA12,DO8,EscM53_SpdCmdC2,Speed Command Cable 2,Pass,Pass,Pass,Pass,Pass,
429683,34,CSMBMSPL01-AS020,S05DOFA12,DO9,CSM-PAC-MB-PL-02_CwIsoVlvCtl,Isolation Valve Control Open,Pass,Pass,Pass,Pass,Pass,
429793,34,CSMBMSPL01-AS020,S06DI16,DI1,EscM50_DwnDir,Escalator Running Down,Pass,Pass,Pass,Pass,Pass,
429800,34,CSMBMSPL01-AS020,S06DI16,DI10,EscM50_SpdStsC2,Speed Status Cable 2,Pass,Pass,Pass,Pass,Pass,
429827,34,CSMBMSPL01-AS020,S06DI16,DI11,EscM52_DwnDir,Escalator Running Down,Pass,Pass,Pass,Pass,Pass,
429836,34,CSMBMSPL01-AS020,S06DI16,DI12,EscM52_UpDir,Escalator Running Up,Pass,Pass,Pass,Pass,Pass,
429828,34,CSMBMSPL01-AS020,S06DI16,DI13,EscM52_EmergPb,Escalator Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429830,34,CSMBMSPL01-AS020,S06DI16,DI14,EscM52_OSFlt,Escalator OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
429831,34,CSMBMSPL01-AS020,S06DI16,DI15,EscM52_OSNormal,Escalator OutOfService by local and BMS,Pass,Pass,Pass,Pass,Pass,
429832,34,CSMBMSPL01-AS020,S06DI16,DI16,EscM52_PitLvlAlm,Escalator Pit Level Alarm,Pass,Pass,Pass,Pass,Pass,
429802,34,CSMBMSPL01-AS020,S06DI16,DI2,EscM50_UpDir,Escalator Running Up,Pass,Pass,Pass,Pass,Pass,
429794,34,CSMBMSPL01-AS020,S06DI16,DI3,EscM50_EmergPb,Escalator Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429796,34,CSMBMSPL01-AS020,S06DI16,DI4,EscM50_OSFlt,Escalator OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
